# id	file_path	transparent_color_r	g	b
[TEXTURES]
-100	Resources\textures\bbox.png	255	255	255
0	Resources\textures\mario.png	68	145	190
10	Resources\textures\enemies_world_1.png	0	255	255
20	Resources\textures\misc.png	166	185	255
30	Resources\textures\enemies.png	68	145	190
40	Resources\textures\TitleScreen.png	0	0	0
50	Resources\textures\TitleScreen.png	255	255	255


# id	left	top	right	bottom	texture_id
[SPRITES]
#=================PLAYER-Sprite=================
#================SMALL MARIO-Sprite============
# ===Idle=========
10000	1	16	17	32	0
# ===Walk==========
10001	19	16	35	32	0
10002	55	16	71	32	0
# ===Jump==========
10003	37	16	53	32	0
# ===Run===========
10004	73	16	89	32	0
# ===Long Jump=====
10005	91	16	107	32	0
# ===Brake=========
10006	109	16	125	32	0
# ===Kick==========
10007	181	16	197	32	0
# ===Hold Shell Idle===
10008	145	16	161	32	0
# ===Hold Shell Run====
10009	163	16	179	32	0

#=================BIG MARIO-Sprite===============	 
# ===Idle============	 
10020	1	93	17	120	0
# ===Walk============
10021	19	93	35	120	0
10022	37	93	53	120	0
# ===Jump============
10023	73	93	89	120	0
# ===Run============ 
10024	91	93	115	120	0
10025	117	93	141	120	0
10026	143	93	167	120	0
# ===Long Jump======
10027	169	93	193	120	0
# ===Brake==========
10028	195	93	211	120	0
# ===Kick====
10029	303	93	327	120	0
# ===Hold Shell Idle===
10030	249	93	265	120	0
# ===Hold Shell Run====
10031	267	93	283	120	0
10032	285	93	301	120	0
# ===Squat========
10033	55	93	69	120	0
# ===Turn to bigform || Turn to small form==
10034	209	128	223	154	0
10035	3	5	15	32	0
# ===Shell Fall Into Head=============
10036	425	122	449	146	0
# ===Look================ 
10037	451	128	467	154	0


#===============BIG LUGI-Sprite==============
# ====Idle=====	 
11020	1	179	17	206	0
# ====Walk====
11021	19	179	35	206	0
11022	37	179	53	206	0
# ====Jump====
11023	73	179	89	206	0
# ====Run===== 
11024	91	179	115	206	0
11025	117	179	141	206	0
11026	143	179	167	206	0
# ====Long Jump====
11027	169	179	193	206	0
# ====Brake======
11028	195	179	211	206	0
# ====Kick======
11029	303	179	327	206	0
# ====Hold Shell Idle====
11030	249	179	265	206	0
# ====Hold Shell Run====
11031	267	179	283	206	0
11032	285	179	301	206	0
# ====Squat==========
11033	55	179	69	206	0



# ==============FIRE MARIO==============
# ====Idle=====	 
