# id	file_path	transparent_color_r	g	b
[TEXTURES]
-100	Resources\textures\bbox.png	255	255	255
0	Resources\textures\mario.png	68	145	190
10	Resources\textures\enemies_world_1.png	0	255	255
20	Resources\textures\misc.png	166	185	255
30	Resources\Map\map1-1_bank.png	255	255	255
40	Resources\textures\tiles.png	255	127	93
50	Resources\textures\tiles.png	255	255	255
70	Resources\textures\enemies.png	68	145	190
80	Resources\textures\HUD&Font.png	0	224	142
90	Resources\textures\GoalRoulette.png	0	183	239


#ID	TolRowTile	TolColTile	TolRowMap	TolColMap	TotalTiles	Matrix_path	edgeLeft	edgeRight	edgeBottomInWorld	edgeBottomInExtraMap
[MAP]
30	11	11	178	45	117	Resources\Map\World1-1.txt	16	2816	432	16	2143	2656	0	698	16	400	2282	520	2344	362

#grid_width	grid_height	cell_width	cell_height
[GRID]
2848	720	177	144

# id	left	top	right	bottom	texture_id
[SPRITES]
# ================SMALL MARIO============
# idle small left
10000	1	16	17	32	0
# walk
10001	19	16	35	32	0
10002	55	16	71	32	0
#jump
10003	37	16	53	32	0
#run
10004	73	16	89	32	0
#long jump
10005	91	16	107	32	0
#brake
10006	109	16	125	32	0
#kick
10007	181	16	197	32	0
#hold shell idle
10008	145	16	161	32	0
#hold shell run
10009	163	16	179	32	0
#in Pipe
10010	127	16	143	32	0

#=================BIG MARIO===============	 
# idle	 
10020	1	93	17	120	0
#walk
10021	19	93	35	120	0
10022	37	93	53	120	0
#jump
10023	73	93	89	120	0
#run 
10024	91	93	110	120	0
10025	117	93	136	120	0
10026	143	93	162	120	0
#long jump
10027	169	93	188	120	0
#brake
10028	195	93	211	120	0
#kick
10029	303	93	327	120	0
#hold shell idle
10030	249	93	265	120	0
#hold shell run
10031	267	93	283	120	0
10032	285	93	301	120	0
#dodge
10033	55	93	69	120	0
#Turn to bigform || turn to small form
10034	209	128	223	154	0
10035	3	5	15	32	0
#shell fall into head
10036	425	122	449	146	0
#look 
10037	451	128	467	154	0
#in Pipe
10038	213	93	229	120	0



#==============FIRE MARIO==============
#idle
10040	1	265	17	292	0
#walk
10041	19	265	35	292	0
10042	37	265	53	292	0
#jump
10043	73	265	89	292	0
#run
10044	91	265	110	292	0
10045	117	265	136	292	0
10046	143	265	162	292	0
#long jump
10047	169	265	188	292	0
#brake
10048	195	264	211	292	0
#kick
10049	306	265	327	292	0
#hold shell
