16	5
# MARIO
0	16.0	400
#PiranhaPlant
8	1816	398	0	2	10
#Fire PiranhaPlant
10	376	350	48	1	2	2
10	1880	400	40	0	2	10
#Ground
4	16.0	432	3	0
4	32	432	3	0
4	48	432	3	0
4	64	432	3	0
4	80	432	3	0
4	96	432	3	0
4	112	432	3	0
4	144	432	3	0
4	160	432	3	0
4	176	432	3	0
4	192	432	3	1
4	208	432	3	1
4	224	432	3	1
4	240	432	3	1
4	256	432	3	1
4	272	432	3	1
4	288	432	3	1
4	304	432	3	1
4	320	432	3	1
4	336	432	3	1
4	368	432	3	2
4	384	432	3	2
4	400	432	3	2
4	416	432	3	2
4	432	432	3	2
4	448	432	3	2
4	464	432	3	2
4	480	432	3	2
4	496	432	3	2
4	512	432	3	2
4	528	432	3	2
4	544	432	3	3
4	560	432	3	3
4	576	432	3	3
4	592	432	3	3
4	608	432	3	3
4	624	432	3	3
4	640	416	2	3
4	656	416	2	3
4	672	416	2	3
4	688	416	2	3
4	704	416	2	3
4	720	416	2	4
4	736	416	2	4
4	752	416	2	4
4	768	416	2	4
4	784	416	2	4
4	800	416	2	4
4	816	416	2	4
4	832	416	2	4
4	848	416	2	4
4	864	416	2	4
4	880	416	2	4
4	896	416	2	5
4	912	416	2	5
4	928	416	2	5
4	944	416	2	5
4	960	416	2	5
4	976	416	2	5
4	992	416	2	5
4	1008	416	2	5
4	1024	416	2	5
4	1040	416	2	5
4	1056	416	2	5
4	1072	416	2	6
4	1088	416	2	6
4	640	432	3	3
4	656	432	3	3
4	672	432	3	3
4	688	432	3	3
4	704	432	3	3
4	720	432	3	4
4	736	432	3	4
4	752	432	3	4
4	768	432	3	4
4	784	432	3	4
4	800	432	3	4
4	816	432	3	4
4	832	432	3	4
4	848	432	3	4
4	864	432	3	4
4	880	432	3	4
4	896	432	3	5
4	912	432	3	5
4	928	432	3	5
4	944	432	3	5
4	960	432	3	5
4	976	432	3	5
4	992	432	3	5
4	1008	432	3	5
4	1024	432	3	5
4	1040	432	3	5
4	1056	432	3	5
4	1072	432	3	6
4	1088	432	3	6
4	1166	432	3	6
4	1182	432	3	6
4	1198	432	3	6
4	1214	432	3	6
4	1230	432	3	6
4	1246	432	3	7
4	1278	432	3	7
4	1294	432	3	7
4	1310	432	3	7
4	1326	432	3	7
4	1342	432	3	7
4	1368	432	3	7
4	1374	432	3	7
4	1390	432	3	7
4	1406	432	3	7
4	1422	432	3	8
4	1438	432	3	8
4	1454	432	3	8
4	1470	432	3	8
4	1486	432	3	8
4	1502	432	3	8
4	1551	432	3	8
4	1567	432	3	8
4	1583	432	3	8
4	1599	432	3	9
4	1615	432	3	9
4	1680	432	3	9
4	1696	432	3	9
4	1712	432	3	9
4	1728	432	3	9
4	1744	432	3	9
4	1760	432	3	9
4	1792	432	3	10
4	1808	432	3	10
4	1824	432	3	10
4	1856	432	3	10
4	1872	432	3	10
4	1888	432	3	10
4	1920	432	3	10
4	1936	432	3	10
4	1952	432	3	11
4	1984	432	3	11
4	2000	432	3	11
4	2016	432	3	11
4	2032	432	3	11
4	2048	432	3	11
4	2080	432	3	11
4	2096	432	3	11
4	2112	432	3	11
4	2128	432	3	12
4	2144	432	3	12
4	2160	432	3	12
4	2176	432	3	12
4	2192	432	3	12
4	2208	432	3	12
4	2224	432	3	12
4	2238	432	3	12
4	2272	432	3	12
4	2288	432	3	12
4	2304	432	3	13
4	2320	432	3	13
4	2336	432	3	13
4	2352	432	3	13
4	2368	432	3	13
4	2400	432	3	13
4	2416	432	3	13
4	2432	432	3	13
4	2464	432	3	13
4	2480	432	3	14
4	2496	432	3	14
4	2512	432	3	14
4	2528	432	3	14
4	2544	432	3	14
4	2560	432	3	14
4	2576	432	3	14
4	2592	432	3	14
4	2608	432	3	14
4	2624	432	3	14
4	2640	432	3	14
4	2656	432	3	15
4	2672	432	3	15
4	2688	432	3	15
4	2704	432	3	15
4	2720	432	3	15
4	2736	432	3	15
4	2752	432	3	15
4	2768	432	3	15
4	2784	432	3	15
4	2800	432	3	15
4	2816	432	3	15
4	2240	673	4	12
4	2256	673	4	12
4	2272	673	4	12
4	2288	673	4	12
4	2256	673	4	12
4	2304	673	4	13
4	2320	673	4	13
4	2336	673	4	13
4	2352	673	4	13
4	2368	673	4	13
4	2384	673	4	13
4	2528	545	3	14
#wood brick
4	1520	352	2	8
4	1536	352	2	8
4	1584	416	2	8
4	1600	416	2	9
4	1616	416	2	9
4	1600	400	2	9
4	1616	400	2	9
4	1616	384	2	9
4	1680	384	2	9
4	1680	400	2	9
4	1696	400	2	9
4	1680	416	2	9
4	1696	416	2	9
4	1712	416	2	9
4	2272	384	2	12
4	2288	384	2	12
4	2272	317	2	12
4	2288	317	2	12
4	2256	516	3	12
4	2256	528	3	12
4	2256	560	3	12
4	2256	576	4	12
4	2256	592	4	12
4	2256	608	4	12
4	2256	624	4	12
4	2256	640	4	12
4	2256	656	4	12
4	2400	656	4	13
4	2416	640	4	13
4	2432	624	4	13
4	2448	608	4	13
4	2464	592	4	13
4	2480	576	4	14
4	2496	576	4	14
4	2512	576	4	14
4	2528	512	3	14
4	2544	512	3	14
